date,temp_avg,temp_max,temp_min,precipitation,humidity,wind_avg_speed,SO2,NO2,PM2.5,O3
2016-12-20,3.9,11,-2,0,75,3.7,12,70,14,6
2016-12-21,6.9,13,0.9,0,71,7.2,12,66,11,5.5
2016-12-22,5.6,13,0.7,0,80,3.5,14,79.5,22.5,5
2016-12-23,6,14,0.5,0,85,5,12,57,19,5
2016-12-24,6.2,15,-0.2,0,78,6.1,9,39,8,12
2016-12-25,5.1,13.5,1,0,87,3.5,10,33.5,9,12
2016-12-26,4.6,15,-2,0,74,3.9,13,57,21,5
2016-12-27,5.9,17,-1,0,64,3.7,13,65,13,6
2016-12-28,5.9,17,-0.2,0,67,4.4,12,68,14,6
2016-12-29,3,12,-3,0,72,4.1,14,71,19,5
2016-12-30,1.8,12.2,-5.2,0,65,3.7,14,75,21,5
2016-12-31,1.9,12.6,-4.5,0,66,5.8,9,51,19,5
