date,temp_avg,temp_max,temp_min,precipitation,humidity,wind_avg_speed,SO2,NO2,PM2.5,O3
2014-09-18,19.3,26.2,15.8,0.76,66,13.1,3,27,7,39
2014-09-19,18.1,24.1,14.9,1.52,75,10.4,3,29,7,30
2014-09-20,19.3,26.6,13,0,62,6.5,3,30,8,22
2014-09-21,21.3,28.6,15,0,50,10.7,3,18,7,56
2014-09-22,18.9,25.6,14.5,9.91,68,8.3,3,27,6,48
2014-09-23,18.7,24.7,12,0,62,9.6,3,25,7,53
2014-09-24,17.4,22.6,14,0,69,7.6,3,35,8,43
2014-09-25,16.9,24.4,10,0,42,9.8,4,21,21.5,63
2014-09-26,17.6,25.9,10.9,0,53,4.6,3,30,18,52
2014-09-27,18.7,24.9,13,0,60,11.5,3,22,16,62
2014-09-28,18.8,22.2,16,0,70,3.7,3,20,15,61
2014-09-29,18.7,25.1,13.9,0,67,5.6,3,43,15,21
2014-09-30,18.5,27.1,11,0,55,4.6,4,41,11,27
2014-10-01,20.1,27.1,14,0,61,7,3,28,13,50
2014-10-02,20.6,27.8,15,0,61,4.4,3,30,12,43
2014-10-03,20,27.1,14,0,63,5.6,3,39,13,37.5
2014-10-04,19.3,27.1,11.7,0,57,6.7,3,41,12,36
2014-10-05,19.4,26.1,12.8,0,49,9.3,3,24,13,61
2014-10-06,17.7,25.4,9.8,0,56,10.6,3,30,11,50
2014-10-07,18,23.4,13,0,64,13,3,18,7,47
2014-10-08,18.8,25.3,13,0,65,12.8,3,28,9,33
2014-10-09,18.3,20,16,1.27,85,11.9,3,24,8,25.5
2014-10-10,17.1,20.8,15,48.01,83,7.2,3,37,6,27
2014-10-11,16.9,21.2,14,5.33,84,9.6,3,25,6,32
2014-10-12,15.6,20.2,12.9,13.21,72,20.6,2,15,5,60
2014-10-13,14.4,17.7,11,2.03,77,20.6,2.5,20,7,57
2014-10-14,12.6,16,9,9.4,78,11.5,3,33,7,49
2014-10-15,12.8,17,7.8,2.79,88,5.4,3,36,10.5,26.5
2014-10-16,18.2,22,15,0,75,13,3,28,9,27
2014-10-17,17.7,23,13.7,0,73,5.7,3,37,11,18
2014-10-18,17.7,27.1,11,0,67,6.3,4,36.5,11,20
2014-10-19,18.7,27.3,12,0,63,6.3,3,32,15,34
2014-10-20,18.4,27.3,11.6,0,59,4.8,4,48,17,22
2014-10-21,18.9,30,10,0,56,4.1,5,65,24,16.5
2014-10-22,18.6,25,13.6,0,36,7.8,4,44,12,32
2014-10-23,16.3,26,7,0,39,5.4,5,61,12,21
2014-10-24,18.9,28,11,0,48,7.2,5,51,16,20.5
2014-10-25,18.6,27.4,11,0,50,3.9,4,32,13,28
2014-10-26,17.2,28,9,0,53,4.4,4,28,12,30
2014-10-27,16.3,25.4,9,0,55,4.8,5,52,16,21
2014-10-28,14.6,23.4,8,0,70,4.6,5,56.5,19,12
2014-10-29,15.9,24.7,9,0,65,3.5,5,61,19,14
2014-10-30,16.1,26.7,8.5,0,60,3.7,5,63,18,11
2014-10-31,15.4,24.3,8,0,58,6.1,5,50,14,15
2014-11-01,13.8,22.9,7.4,0,66,5,5,47,15.5,14
2014-11-02,13.3,20.4,7.7,0,75,6.9,5,38,15,29
2014-11-03,11.9,16.5,9,3.81,86,15.6,4,31,6,39
2014-11-04,10.2,12.9,8.9,15.24,66,19.8,4,21,6,61
2014-11-05,9.3,13.8,4,0,59,8.7,6,27,9,52
2014-11-06,9.4,15.6,3,0,66,10.2,4,35,10,37
2014-11-07,13.3,18,10,0,72,16.5,4,28,8,45
2014-11-08,11.1,15,9,1.02,72,13.1,3,30,7,51.5
2014-11-09,8.8,13.5,3,0.51,74,6.9,4,20,5,57
2014-11-10,6.5,12.7,0,0,72,8.5,5,42,10,26
2014-11-11,8.8,11.2,7,8.64,92,8.1,4,47,8,28.5
2014-11-12,11.9,15.5,9,13.72,79,19.8,4,25,7.5,50
2014-11-13,12.6,17,8,0,86,9.6,4,48,9,19
2014-11-14,12.5,15.5,8,1.02,84,18.3,4,31,5,48
2014-11-15,9.7,13,7,0.25,80,21.9,3,17.5,6,55
2014-11-16,9.6,13.3,6.8,0.51,77,19.8,3,17,7,49.5
2014-11-17,10.2,14.5,4,0,66,17.2,4,31,7,51
2014-11-18,5.7,12.1,0,0,85,3.7,7,65,13,7
2014-11-19,9.6,16.8,4.9,0,84,3.1,7,61,15,7.5
2014-11-20,12.1,21,6,0,75,6.1,7,48,12,16
2014-11-21,10.5,16.3,5,0,83,5.7,7,51,15,14.5
2014-11-22,12.4,19,8,0,81,6.1,7,38,15,14
2014-11-23,14.3,17,12,0,79,5.7,6,34,28.5,19
2014-11-24,13.5,18.7,9,2.79,79,5,7,42.5,21,11
2014-11-25,11.5,17.1,7,0,89,6.3,7,49,21,11
2014-11-26,10.7,13.3,7,30.73,82,8.3,5,32,7,31
2014-11-27,9.1,13,5.8,0,87,10.9,5,44,7,21
2014-11-28,9.4,11.2,8,3.3,89,14.4,5,43,7,35.5
2014-11-29,9,10.7,7,14.99,93,6.3,5,47,7.5,30
2014-11-30,11,16.1,8,1.78,89,6.1,6,45,10,11
2014-12-01,12.1,16.1,8,1.52,62,19.4,6,32,6,43
2014-12-02,10.7,14.9,8,0,61,18.3,6,34,6,35
2014-12-03,7.5,11.1,5,0,75,4.1,6,40.5,6,16
2014-12-04,7.1,11.7,3,0,68,5.4,6,35,7,26
2014-12-05,6.8,13.5,1,0,70,5.4,7,58,10,12
2014-12-06,5.9,10.4,2,0,64,13.1,6,34,7,38.5
2014-12-07,5.8,10.9,1,0,61,18,6,24,6,58
2014-12-08,3.9,12.8,-2,0,73,4.4,7,61,10,8
2014-12-09,7.1,10.5,2,0,61,20,7,56,8,18
2014-12-10,5.2,12.7,-1,0,73,5,9,82,15,7
2014-12-11,3.9,14.3,-2,0,83,3,12,93,18,5
2014-12-12,4.1,11.6,-2,0,84,6.3,9,71,16,6
2014-12-13,7.8,13.2,4,0,89,6.7,6,47,13,19
2014-12-14,7.7,9.1,7,13.46,99,6.9,6,34,8,37
2014-12-15,7.8,11.7,4,7.62,80,8.9,7,41,7,27
2014-12-16,6.7,13.3,1.7,0,79,5,10,75,17,5
2014-12-17,6.4,13.5,1,0.25,86,5.6,11,86,18.5,5
2014-12-18,5.8,15,0,0,86,3.5,13,85.5,24,5
2014-12-19,5.3,13.8,0,0,89,3.9,13,78,26,5
2014-12-20,5.3,15,-2,0,80,3.3,10,57,11,6
2014-12-21,5.4,15,-1,0,85,5.9,8,38,5,13.5
2014-12-22,4.8,15.5,-2,0,73,3.5,8,50,8,11
2014-12-23,3.3,13.3,-2,0,74,3.5,9,70,12,10
2014-12-24,2.7,11.7,-3,0,85,3.7,9,62,14,6
2014-12-25,4.2,13.1,-2.1,0,78,5.2,8,38,8,23
2014-12-26,4.2,13.2,-2,0,85,3.3,9.5,63.5,13,6
2014-12-27,3.9,9,-1,0,86,8.1,8,50,14,9
2014-12-28,8.2,11.2,3,0,62,23.7,6,16,5,63.5
2014-12-29,4.2,9.8,-1,0.51,28,15.6,7,27,4,58
2014-12-30,1.2,11.9,-6,0,46,2.4,12,83,11,6.5
2014-12-31,1.3,12.7,-6.4,0,44,3.5,12,89,19,5
2015-01-01,1.4,13.1,-6,0,64,4.1,13,91,23,5
2015-01-02,1.9,13.8,-6,0,66,4.4,14,95,19,5
2015-01-03,2.8,14.2,-4,0,69,3.5,12,79,17,5
2015-01-04,4.4,18,-3,0,63,3.1,11,74,16,5
2015-01-05,4.1,14.1,-2,0,71,3.5,11,74,16,6
2015-01-06,2.1,12,-3,0,81,4.1,10,65,21.5,5
2015-01-07,1.9,12.4,-4,0,75,4.3,11,79,19.5,6
2015-01-08,3.2,14.4,-4,0,69,3.9,12,83,17,6
2015-01-09,4,15.6,-3,0,72,5,13,90,15.5,5
2015-01-10,3.6,14.5,-4,0,71,5,11,72,12.5,6
2015-01-11,5.1,16.4,-2,0,72,4.1,10,62,13,7
2015-01-12,4.4,13.7,-2,0,76,5.9,9,56,7.5,12
2015-01-13,4.7,13.1,-2,0,77,6.7,9,66,14,8
2015-01-14,3.2,7.2,-2,0,95,3.7,8,69,20,7
2015-01-15,7.4,12.5,5,0,87,11.1,6,54,13.5,13
2015-01-16,6.6,9.5,2,6.6,64,20.6,6,32,6.5,52
2015-01-17,2.8,9.6,-3,0,67,7,6,47,7,33
2015-01-18,1.3,4.2,-1,0,92,3.9,5,39,10,23
2015-01-19,2.7,7.1,0,8.13,69,19.1,6,34,5,37
2015-01-20,1.7,7.7,-2,0,78,3.1,7,70,8.5,10
2015-01-21,1.8,6.9,-3,0,85,8.7,6,49,7,27
2015-01-22,2.7,8.3,-2,0.25,74,10,6,36,6,53
2015-01-23,3.6,9.8,-2,0,60,11.3,8,64,9,18
2015-01-24,3.6,12.1,-5,0,58,8.9,8,64,10,21
2015-01-25,7.9,14,2,0,46,13.5,7,42,6,45
2015-01-26,5.4,14,-3,0,49,5.2,10,81,13,10
2015-01-27,6.6,13.9,-0.7,0,59,10.6,9,57,9,17
2015-01-28,5.6,14,-2,0,68,4.8,10,79,15.5,6
2015-01-29,6.9,13.9,-1,0,77,15.6,6,44,10,34
2015-01-30,12.6,17.8,10,0,77,27,5,21,4.5,44
2015-01-31,7.8,12,3.9,3.3,61,28.9,5,15,2,69
2015-02-01,4.8,9.3,1,0,54,23.9,4,13,3,74
2015-02-02,5,6.5,3,0,76,17.8,4,31,5,46
2015-02-03,6.3,10.1,3.8,2.54,73,20.7,5,26,3,58
2015-02-04,2.2,5.4,0,3.3,58,23.7,5,23,4,66
2015-02-05,2.6,6.3,1,0,48,25.7,5,22,5,66
2015-02-06,1.8,6.4,-1.2,0,58,14.8,6,30,5,57
2015-02-07,1.1,4.1,-1,0,67,5.7,6,42,10,21
2015-02-08,1.8,10.5,-5,0,63,6.9,6,27,10,42
2015-02-09,4.2,11.6,-2,0,60,9.4,6,34,10,46
2015-02-10,4.6,9.5,0,0,71,5.4,6,48,10,38
2015-02-11,5,9,2,0,84,6.7,6,53,11,27
2015-02-12,6.3,12.8,2,0,76,5,7,51,16,20
2015-02-13,6.7,13.9,0.5,0,75,12.4,6,44,16,27
2015-02-14,9.4,13.3,7.8,0,72,19.3,5,19,8,63
2015-02-15,10.9,16.3,7.9,5.08,73,13.5,5,16,4,55
2015-02-16,9.7,15,5,0,67,8.3,5,32,6,44.5
2015-02-17,7.7,12.6,4.8,6.35,59,20.7,5,18,3,68
2015-02-18,6.8,12,3,0,56,10,5,26,6,54
2015-02-19,5.4,13.6,-2,0,65,3.9,7,48,14,27
2015-02-20,4.8,12.5,-2,0,69,8.7,6,60.5,20,29
2015-02-21,8.4,13.7,5,1.78,63,15.7,5,21,7,62
2015-02-22,7.6,15.3,0.6,0,58,7.2,5,32.5,6,52.5
2015-02-23,10.1,14.6,5,0,67,20.2,5,21,5,49
2015-02-24,7.7,12.1,2.9,0,51,20.4,5,19,4,72
2015-02-25,8.4,15.8,0.5,0,59,8.9,5,27,4,64
2015-02-26,9.9,14.5,5,0,68,6.1,6,41,6,35
2015-02-27,8.4,15,3,0,56,12.2,6,34.5,5,47
2015-02-28,8.6,17,0,0,59,5.9,6.5,41,7,37.5
2015-03-01,13.1,19.9,6,0,66,10.9,5,17,5,53
2015-03-02,12.6,18,8,0,80,10.2,5,31,10,24
2015-03-03,11.2,18.3,6.9,0,86,5,6,43,19,9
2015-03-04,9,15.2,3,0.25,59,16.5,6,36,10,46.5
2015-03-05,6.7,15.4,-0.1,0,37,9.8,6,28,4,59
2015-03-06,9,18.8,-1,0,31,6.7,7,51,7,43.5
2015-03-07,9.6,23.3,-1,0,41,3.7,9,60,13,13
2015-03-08,11.2,24.5,0,0,37,6.5,7,46,9.5,35.5
2015-03-09,11.7,23.2,1,0,33,5.7,7,59,9,33
2015-03-10,11.8,23.2,1,0,36,5.4,7,63,10,18
2015-03-11,11.6,22.9,1,0,43,5.2,8,74.5,19,16
2015-03-12,12.1,22.1,2,0,49,5.7,8,76,17,19
2015-03-13,11.1,19,3.5,0,49,12.8,7,40,13,43
2015-03-14,7.7,14.3,3,0,44,14.4,5,17,3,73
2015-03-15,5.2,9.5,0,0,55,9.3,5,22,9,66
2015-03-16,5.1,13.1,-3,0,51,5.7,5,37,15.5,50.5
2015-03-17,7.6,15.1,1,0,57,8.5,6,38,18,50.5
2015-03-18,6.7,9.1,3,0,76,8.9,5,38,10,54
2015-03-19,9,12.3,6,13.21,82,15,5,19,5,64
2015-03-20,10.1,12.9,8.9,1.02,72,18,6,22,12,65
2015-03-21,9.3,12.8,7,5.84,82,14.6,5,19,6,61
2015-03-22,10,13.7,8,2.29,73,13,6,17,5,61
2015-03-23,7.3,8.8,6,2.54,96,7,6,50,6,28
2015-03-24,9.4,13.5,6.8,21.34,75,16.5,6,22,4,61
2015-03-25,6.1,10,3,0,53,31.3,5,17,2,77
2015-03-26,9.6,16,2,0,56,11.5,6,30.5,5,48
2015-03-27,14.2,20.2,8,0,64,11.5,7,26,6,38
2015-03-28,14.5,24.5,5,0,59,5.9,7,39,11,21
2015-03-29,14.4,24.3,5,0,51,4.6,6,25,6.5,52
2015-03-30,16.2,26.3,7.7,0,50,6.7,6,47,8,47
2015-03-31,16.9,27.1,7,0,46,8,7,55,10,33
2015-04-01,15.2,22.8,8,0,45,8.3,6,22,6,61
2015-04-02,14.3,25.2,3.6,0,41,5.4,5,17,5,72
2015-04-03,15.6,24.3,7,0,35,5.7,5,16.5,3,52
2015-04-04,14.8,23,8,0,35,8.9,5,13,4,63
2015-04-05,14.2,24.1,4,0,41,6.1,5,17,3,69
2015-04-06,8.9,11,6,0,67,5.6,5,20,7,64
2015-04-07,12.3,18.4,6,0,52,11.3,5,17,8,80
2015-04-08,10.9,18.6,3.9,0,46,12.2,5,17,7,94
2015-04-09,8.1,11,6,0,72,7.2,5,34,8,57
2015-04-10,11.5,17.1,8,7.11,73,4.8,5,37,16,57
2015-04-11,13.1,22.4,6,0,67,9.1,6,25.5,10.5,61
2015-04-12,15.1,22.1,9,0,57,6.7,5,19,13,68
2015-04-13,16.6,23.3,11,0.25,46,14.8,5,24,16,71
2015-04-14,15.9,24,6,0,40,13.5,5,24,16,79
2015-04-15,14.4,19.2,11,0.51,50,8.3,5,28,13,75
2015-04-16,13.7,18,11,19.3,75,15,5,24,8,59
2015-04-17,15.1,20.4,10.9,0,63,9.8,5,26,11,58
2015-04-18,13.2,19.2,7,0,58,15.7,5,28,11,64
2015-04-19,11.7,19,3,0,57,5.9,5,17,4,77
2015-04-20,13.1,22.2,4,0,53,5.4,5,32,6,56.5
2015-04-21,15.8,23.4,8.8,0,47,11.1,5,21,6,86
2015-04-22,15.9,22.7,7.6,0,50,11.3,5,23,8,87
2015-04-23,16.2,24.5,6.8,0,44,8,5,43,11,57
2015-04-24,16.3,23,8,0,49,8.5,6,48,12,46
2015-04-25,15.5,20.2,11,0,60,16.7,5,14,5,74
2015-04-26,12.2,16.4,10,4.83,87,13.7,5,18,4,59
2015-04-27,13.2,17.9,8.8,12.95,59,16.7,5,20,4,68
2015-04-28,13.6,20.3,6,0,58,7.2,5,34,5,54
2015-04-29,17.2,22,12,0,49,10.7,5,24,7,65
2015-04-30,16.2,24,7,0,55,8.3,5,36,9,52
2015-05-01,18.3,24.2,12,0,59,11.7,5,17,7,55
2015-05-02,20.6,27.2,13.8,0,64,13,5,14,7,31
2015-05-03,19.7,23,16,0,53,11.7,5,20,8,52
2015-05-04,20.4,27.7,14.9,0,47,17.2,5,29,12,52
2015-05-05,16.3,21.2,11,0,51,20,5,15,5,80
2015-05-06,15.2,23.2,6,0,39,7.4,5,29.5,7,71
2015-05-07,18.4,29,6,0,36,8,6,53,11,51.5
2015-05-08,20,25.3,13.9,0,46,15.7,5,21,8,74
2015-05-09,19.7,28.7,10,0,45,4.8,5,33,10,53
2015-05-10,22.6,31.5,13,0,33,9.3,5,23,11,70
2015-05-11,23,33.1,12,0,31,7.4,5,35,12,70
2015-05-12,24.3,34,12,0,29,7,6,48,16,68
2015-05-13,25.9,37,14.8,0,27,10.7,6,66,25,37.5
2015-05-14,24.8,33,17.7,0,27,17.8,5,32,19,80.5
2015-05-15,17.2,23,11,0,36,17,5,11,5,85
2015-05-16,18.9,28.1,9,0,33,11.9,5,11,3,78
2015-05-17,21.5,30.9,11,0,30,7.4,5,10,4,79
2015-05-18,23.1,32,11.9,0,30,9.3,5,29,9,79
2015-05-19,17.5,22.6,10,0,47,16.3,5,19,6,68
2015-05-20,13.9,21.2,5.6,0,44,14.4,5,14,4,81
2015-05-21,14.9,23,7.7,0,37,13.7,5,13,4,86
2015-05-22,14.6,22.8,6,0,36,15.7,5,13,5,85
2015-05-23,16.1,23.5,9,0,41,16.3,5,9,6,87
2015-05-24,17.9,25.6,10,0,41,11.7,5,8,5,75
2015-05-25,19.8,27.3,12.9,0,40,9.1,5,16,7,73
2015-05-26,20.3,28.8,11,0,32,11.9,5,16,6,71
2015-05-27,21.1,29.5,12,0,30,10.6,5,17,6,77
2015-05-28,22.8,32,12.4,0,30,7,5,30,13,82
2015-05-29,22.4,30.5,14.6,0,35,9.6,5,34,10,82
2015-05-30,21.2,29.6,12,0,41,8.7,5,29,10.5,76
2015-05-31,22.7,30.9,12.9,0,34,5.9,5,19,9,78.5
2015-06-01,24.1,31.3,13.6,0,32,8.5,5,29,11,72
2015-06-02,25.6,32.6,15.9,0,32,7.4,5,29,12,70
2015-06-03,26.3,34.4,16.7,0,32,8.5,5,28,12,85
2015-06-04,25.4,32.2,16.4,0,23,9.3,5,14,8,93
2015-06-05,24.8,32.6,14.6,0,23,7.6,6,22,11,89
2015-06-06,25.4,34,14.8,0,26,8.3,5,19,11,98
2015-06-07,26.6,34.1,18.5,0,23,8.3,5,14,9,97.5
2015-06-08,26,33.2,15.3,0,21,5.9,5,25.5,10,100
2015-06-09,24.1,33.2,17.7,0,36,13.5,5,23,11,99
2015-06-10,20.9,27.7,16.9,1.02,63,10.6,5,30,14,66
2015-06-11,18.7,23.8,13,1.52,68,12,4,30,12,55
2015-06-12,18.9,24.2,14.9,27.69,54,15.4,4,21,9,67
2015-06-13,18.6,23.7,14.7,0,45,13.5,4,22,8,81
2015-06-14,17.6,22.5,13.6,0,46,16.9,4,10,4,82
2015-06-15,15.6,21.3,12,5.59,70,8.9,4,21,4,80
2015-06-16,18.9,26.5,11,8.38,52,7.6,4,23,6,65.5
2015-06-17,20.5,27.1,13,0,44,10.9,4,18,7,75
2015-06-18,22.6,30.3,14,0,37,8.7,4.5,19,10,89
2015-06-19,25.3,33.2,16.7,0,31,10.7,5,20,9,72
2015-06-20,25.6,34.3,14.7,0,20,8.5,5,15,6,82
2015-06-21,27.4,35.7,16.3,0,27,8.3,4,18,11.5,82.5
2015-06-22,28.5,34.5,21,0,30,11.9,5,29,17,99
2015-06-23,24.3,32.1,17.9,0,42,10.7,5,27,13,82
2015-06-24,23.4,31.5,15.5,5.84,41,5.7,4,26,9,87
2015-06-25,26,33.1,16,0,33,8,4,31,12,83.5
2015-06-26,27.4,35.7,17,0,27,7.6,5,54,16,63
2015-06-27,29.4,38,17.7,0,24,8.1,5,35,18,87
2015-06-28,30.7,39.3,19.3,0,21,8.5,5,32,16,87
2015-06-29,31.6,40,21.7,0,22,6.7,5,38,19,88.5
2015-06-30,32,40,21.4,0,21,14.1,5,35,19,90
2015-07-01,30.6,37,22,0,21,12.8,5,31,14,91.5
2015-07-02,28.1,34,21.8,0,27,10.6,4,26,8,75
2015-07-03,30.2,37.2,21.6,0,34,15.9,4,22,15,90
2015-07-04,30.2,38,22,0,31,9.8,4,16,13,82
2015-07-05,30.8,38,20.8,0,25,7.8,4,25.5,16,74
2015-07-06,32.2,41,20.9,0,22,10.6,5,52,20,49
2015-07-07,32.3,39.1,21.1,0,20,15.6,5,46,19,61
2015-07-08,30.8,39.4,20.2,0,17,11.9,5,42,13,68
2015-07-09,30.8,39.2,19.4,0,21,10,4,29,12,72
2015-07-10,30,38,18.6,0,19,14.4,5,38,13,80
2015-07-11,29.7,37.2,18.9,0,22,7.8,4,26,12,100
2015-07-12,30.4,38,19.9,0,23,8,3.5,19,12,90
2015-07-13,31.3,39,21.2,0,21,8.1,5,34,14,87
2015-07-14,31.9,40,22.3,0,20,6.9,5,35,15,95.5
2015-07-15,31.4,39.7,22.2,0,20,7.2,5,38,16,99
2015-07-16,31.1,39,20.7,0,22,8.9,4,48,20,75.5
2015-07-17,30.8,37.1,22.9,0,26,9.3,4,31,16,89
2015-07-18,28.9,34,21.7,0.25,33,14.8,3.5,18,11,96
2015-07-19,28.8,35,21.1,0,30,7.8,3.5,17,7,67
2015-07-20,30.4,38,20.9,0,30,8.5,4,29,9,57
2015-07-21,31.1,38,21.2,0,29,13.7,3,29,11,63
2015-07-22,29.4,35,22.8,0,38,9.3,3,24,10,70
2015-07-23,29.2,37.2,20.2,0,35,9.6,4,26,11,65.5
2015-07-24,28.4,36,18.6,0,29,11.3,4,33,11,66.5
2015-07-25,27.4,34.2,19.6,0,33,9.1,3.5,14,8,72
2015-07-26,29,37,19.1,0,29,10.2,4,14,11,74
2015-07-27,30.8,39,22.6,0,26,10.4,4.5,24,8,57
2015-07-28,30.3,38,18.8,0,25,9.1,5,31,10,67
2015-07-29,29.8,38,19.8,0,23,10.2,5,28,9,60
2015-07-30,27.9,35.3,21.5,0,38,10,5,23,9,57
2015-07-31,25.8,32,19.8,0,45,14.1,5,22,6,51
2015-08-01,24.7,32.3,17,0,41,8.1,5,12,6,75
2015-08-02,28.1,36,20.8,0,39,7.6,5,12,9,73
2015-08-03,29.5,37.3,20.4,0,35,10.4,5,29,16,67
2015-08-04,30.6,36,23.7,0,26,10.9,5,21,12,88
2015-08-05,28.9,37,17.9,0,22,12.4,5,35,12,73
2015-08-06,28.7,38.3,15.8,0,15,12,5,44,11,62
2015-08-07,29.1,37,17.9,0,19,15.2,5,31.5,16,69
2015-08-08,28.5,35,20,0,34,16.1,4.5,19,27,87
2015-08-09,24.8,34,15.8,0,33,9.6,5,10,7,69
2015-08-10,27.6,37,17,0,29,8.3,5,24,10,64
2015-08-11,29.5,34.3,21,0,28,13.1,5,24.5,19,71
2015-08-12,27.2,34.1,18,0,23,10.9,5,24,10,69.5
2015-08-13,24,28,19.1,0,36,19.4,5,11,4,68
2015-08-14,21.9,27.6,15,0,39,7,5,16,4,68
2015-08-15,23.1,27.5,18.6,0,34,7.8,5,10,4,72
2015-08-16,25.7,30.6,18,0,35,10.6,5,11,5,62
2015-08-17,26.6,32,20.3,0,37,9.6,5,17,7,57.5
2015-08-18,25.4,32.5,18.3,0,39,10.2,5,14,8,67
2015-08-19,25.4,33,18.4,0,38,8.1,5,16,8.5,69
2015-08-20,27.8,36,19,0,31,6.9,6,23,10,67
2015-08-21,27.1,35,20.8,0,40,11.9,5,25,12,69
2015-08-22,25.3,32.4,17.9,2.03,48,16.1,5,14,9,79
2015-08-23,22.8,27,19,0,42,25,5,8.5,6,63
2015-08-24,20.9,25,15.2,0,40,18.7,5,11,4,71
2015-08-25,21.7,30.2,11.9,0,34,5.6,6,29,6,58
2015-08-26,24.9,33.1,15.8,0,35,9.4,6,31,10,64
2015-08-27,25.1,33,15.2,0,31,11.7,5,30.5,7.5,58.5
2015-08-28,25.7,35,15.1,0,31,5.7,6,41,10,38
2015-08-29,28.8,36.2,19,0,32,11.3,6,17,11,79
2015-08-30,26.3,36,20.8,8.89,45,10.6,5,12,11,77
2015-08-31,22.9,29,17.5,0.51,66,8.1,5,29,13,40
2015-09-01,23.6,31,15.7,0,50,7.2,5,35,10,45
2015-09-02,24.9,31,17.8,0,47,10.4,5,27,11,61
2015-09-03,22.7,27.5,17,0,38,10.4,5,22,9,78.5
2015-09-04,21,27.2,16,0,46,11.1,5,17,6,72
2015-09-05,20.1,27.6,12.7,0,41,8.3,5,13,6,65
2015-09-06,21.7,28.2,15,0,43,6.1,5,18,7,66
2015-09-07,21.3,27.4,15.8,0,46,8.5,6,27,7.5,59
2015-09-08,21.1,29.3,12.6,0,41,7.6,6,31,10,59
2015-09-09,21.6,30,11.3,0,32,10.6,6,46,11,46.5
2015-09-10,23.7,29,16,0,36,10.6,5,38,8,46
2015-09-11,23.3,30.6,13.3,0,35,10.4,6,44,9,43
2015-09-12,23.5,29,18.4,0,35,12,6,37,10,48.5
2015-09-13,21.6,25.6,18,0,38,24.4,5,10,5,81
2015-09-14,19.7,25,14.7,0,49,15.6,5,17,5,62
2015-09-15,17.6,21.2,14,0,51,15,5.5,24,6,61
2015-09-16,18.7,23.3,15.9,7.11,71,26.3,5,19,4.5,46
2015-09-17,15.9,21.4,11.2,15.24,51,12,5,22,4,51
2015-09-18,16,25,7.9,0,48,6.1,6,34,5,35
2015-09-19,18.1,27,9,0,44,4.3,5,29,7,41
2015-09-20,19.4,29,9,0,42,6.3,5,32,8,50.5
2015-09-21,20.9,30,11,0,35,7.8,5,52,10,50
2015-09-22,20.4,30.1,9.7,0,33,9.1,5,43,8,67
2015-09-23,19,25.3,11.8,0,42,9.8,5,25,6,56
2015-09-24,19.9,29.5,10.8,0,35,7.4,6,35,6,43
2015-09-25,21.4,30.4,10,0,24,6.3,5.5,42,9,43
2015-09-26,20.8,29.6,11.5,0,28,6.9,5,40,9,39
2015-09-27,21.2,29.1,14,0,36,8,5,29,8,55
2015-09-28,18.4,26.1,10.4,0,47,5.6,5,25,7,54
2015-09-29,18.1,25,10.7,0,52,6.5,5.5,32,9,53
2015-09-30,18.4,24.4,14,0,55,8,5,33,7,55
2015-10-01,18.4,26,9,0,40,11.7,6,51,11,32
2015-10-02,19.6,26,10,0,35,13.3,5,28,8,63
2015-10-03,19.8,26,15,0,42,9.8,6,41.5,11.5,40
2015-10-04,18.7,22.3,14,1.02,63,9.8,6,26,12,36
2015-10-05,20.8,25,16.7,2.54,67,22.2,5,23,10.5,34
2015-10-06,18.2,22,14.5,19.81,69,22.2,5,18,5,44
2015-10-07,15.9,22,11,0,62,5,6,34.5,7,33
2015-10-08,15.6,23,9.5,0,55,6.5,6,38,9,36.5
2015-10-09,14.9,23.1,7.7,0,58,5.2,6,54,11,15
2015-10-10,15.7,23.4,7.7,0,61,6.9,6,46,12,24
2015-10-11,17.2,21.6,14,1.78,75,9.1,5,21,8,37
2015-10-12,17.9,23.4,14,0,73,7,5,22,5,20
2015-10-13,13.3,16,10,0,81,7.6,6,39,8,12
2015-10-14,11.6,19.1,5,1.52,65,5.9,6,38,12,23
2015-10-15,11.8,21.2,3.5,0,51,4.8,6,56,11,19
2015-10-16,12.4,22.8,3.7,0,56,4.4,6,65,13,13
2015-10-17,15.5,22.3,9,0,75,6.7,5,42,15,22
2015-10-18,15.9,19,13,9.91,93,4.4,6,30,10,17
2015-10-19,16.6,21,14,17.02,84,7.6,6,37,9,25
2015-10-20,15.7,20.5,10.9,0,61,8.1,6,29,6,28
2015-10-21,12.1,19.1,5,0,60,4.6,7,39,8,28.5
2015-10-22,12.5,21.1,4,0,61,4.1,7,61,13,10.5
2015-10-23,13.7,20,7.8,0,70,4.1,8,58.5,12,8
2015-10-24,15.2,21,9.8,0,70,3.3,8,48,15,8
2015-10-25,15.9,21.7,10,0,67,7.2,5.5,29,10,37
2015-10-26,15.2,19,13,0,81,6.7,5,34,11,33.5
2015-10-27,14.4,16.7,10.8,0.51,72,19.3,6,25,6,44
2015-10-28,12.8,17.1,9.8,3.3,76,20,5,24,4,53
2015-10-29,14.1,17,11.7,0,80,7.6,5,37,7,40
2015-10-30,14.9,22.5,8,0,75,4.3,6,49,14,9.5
2015-10-31,15.8,20.7,11.8,0,75,6.9,7,27,11,44
2015-11-01,16.4,20.4,12.9,0,61,9.6,6,20.5,7,58
2015-11-02,12.9,16,10.5,12.95,80,14.1,6,31,5,47
